@relation corpus_tweets_t1 
@attribute text string 
@attribute classe {+,-,=}
@data
"Géothermie profonde : trois candidats retenus pour le réseau de chaleur du campus Paris-Saclay http://t.co/ox5pfZYPDq", =
"La Presse du Jour : Commune de Glazoué : Le CAO construit et met en service 30 latrines écologiques http://t.co/24m9CNMw0C", +
"@klorydryk @libe Une attaque en règle contre tous les cyber-humanistes, les crypto-anarchistes, et les ecologistes. Enfin, le prosélitisme à", -
"Frédéric Chauvel : "attirer les investisseurs en créant un écosystème favorisant" #AFE2014", +
"Frédéric Chauvel : "attirer les investisseurs en créant un écosystème favorisant" #AFE2014", +
"Septembre 2014 : vers une nouvelle gouvernance pour le réchauffement climatique http://t.co/1PNGRTMljJ via @agoravox", +
"@LaquotidienneF5 Nous proposons GRATUITEMENT des FOURNITURES SCOLAIRES ÉCOLOGIQUES, FABRIQUÉES EN FRANCE sur le site: http://t.co/yhnn5Xh6Cf", =
"@RoyalSegolene Nous proposons GRATUITEMENT des FOURNITURES SCOLAIRES ÉCOLOGIQUES, FABRIQUÉES EN FRANCE sur le site: http://t.co/yhnn5Xh6Cf", =
"#Solde #BonPlan #1: LOT 6 LAMPES BALISES ECLAIRAGE LEDS A ENERGIE SOLAIRE INOX NEUF JARDI... http://t.co/kErwYcLEFM #Luminaire #Lumière", =
"#Baromètre #Vente #1: LOT 6 LAMPES BALISES ECLAIRAGE LEDS A ENERGIE SOLAIRE INOX NEUF JA... http://t.co/zBR34RuxDg #Eclairage #Lumières", =
"En mode réchauffement climatique", =
"LE BUGEY BIENTOT COUVERT D'EOLIENNES - http://t.co/Q3y1ORlkc1", =
"Comparatif des coûts de production du #nucléaire / #éolien / solaire en MWh http://t.co/3ILTi3ZMin via @greenpeacefr http://t.co/DJyKgMTnSs", =
"Conseil de visionnage: Vidéo de la plénière #JDE #EELV "Qu’attend-on des écologistes?", modérée par @edwyplenel http://t.co/wVDns2Q16R", =
"Commune de Glazoué : Le CAO construit et met en service 30 latrines écologiques http://t.co/4OwoxHYiv2 #Actualité #Bénin #frAfrikinfosCom", +
"Leclanché et l’EPFL innovent pour stocker l’énergie solaire ! http://t.co/ldhJnDHBxr  #Innovation #Energie #Solaire #Stockage", +
"L’énergie verte en Russie sera renforcée grâce à la Chine http://t.co/VkNgDXSroX  #Energie #Ecologie #Chine #Russie", +
"Plan de relance du logement : #transitionénergétique et #croissanceverte - http://t.co/aIGHHdgnZL via @enerzine", +
"Annonce #CDI #Brest Architecte de fermes - Energies Marines Renouvelables http://t.co/NAfKO7bc2s", =
"Les élu-e-s écologistes et citoyens soutiennent le collectif des expulsés de la rue des Stocks. http://t.co/aNlUrylcvO", +
"Nouveau poste: Commercial (Français/Allemand) dans le domaine des énergies renouvelables http://t.co/88xel1ORuA #offres_demploi", =
"Le réchauffement climatique frappe d'abord ceux qui y croient le moins. La nature fait bien les choses... http://t.co/EUk6lWU02E", +
"Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès : http://t.co/hvBKrbnOHj", +
"Detinguts 14 ecologistes que volien impedir la matança de dofins a illes Fèroe http://t.co/tw5MuOVLfZ (via @324cat) http://t.co/VBVfmB0ygz", =
"Le réchauffement climatique cause de 250 000 décès de plus/an et la transition énergetique est pour 2050!!! http://t.co/B9hVBc1yMC via @libe", =
"Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès #offshore #energie #AREVA http://t.co/IUOq5RE73t", +
"#Tunisie: Les #énergies renouvelables pour éviter de rechuter dans l’#obscurité http://t.co/pevnWeOktk via @Businessflood", +
"Bienvenue à @isabellecaubert, conseillère en maîtrise de l'énergie qui partage son intérêt pour l'environnement & les énergies renouvelables", +
"Et le réchauffement de la planète , avec des ours et tout #lt 😭😭", =
"Les raccordements d'installations d'énergies #renouvelables progresse en France. En route vers la #transition https://t.co/Z0wSj1WM0c", +
""Tripler les énergies renouvelables  à Paris" @jlmissika. L'Arbre à vent, une nouvelle solution pour les #smartcities http://t.co/fwFFvIWaAk", =
"@aqui_fr lutter contre l'érosion de la pointe du #Cap-Ferret une chimère en rien #écologiste ! :-)", +
"GNT : Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia http://t.co/5H9sPzIKkG", =
"Savons naturels ecologiques http://t.co/hzd5ae3gwk", =
"#WindowsPhone : écosystème fragmenté et dominé ( pour le moment ) par #nokia http://t.co/Me8O6VfoVl", =
"@South_bulding @MoutondesAlpes On appelle ça le traitement des déchets.", =
"[GNT] Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia http://t.co/vnrUjixxOJ", =
"Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia  #technologie", =
"Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia: Dominé pour le moment par l... http://t.co/Y6mL7irY9G #info", =
"Leclanche : Leclanché et l'EPFL innovent pour stocker l'énergie solaire - Zonebourse http://t.co/cfrJsPp376 #solaire", =
"#Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès - http://t.co/R8THqLgYj5", +
"@anintoeh Mais en même temps, les alliés cités sont centristes (larges) :sociaux-démocrates, écologistes, droite modérée, etc. @Ophparis", =
"L’énergie solaire a le vent en poupe au Cameroun - CamerNews http://t.co/EhuP4P8SxE", +
"Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia: Dominé pour le moment par la marq... http://t.co/hQE4OxxTL3", =
"Windows Phone : écosystème fragmenté et dominé ( pour le ... - Génération NT http://t.co/XpXZSA6keY", =
"Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia : http://t.co/raM9qx0Qej", =
"@natusterritori @eldimonipuntcom RT 06/09 Taller d'Aprofitament d'Aliments i Dinar Solidari de Recuperats. Gratuït! http://t.co/2fKD2lpdE9", =
"@enjordinavarro @CUPGirona RT 06/09 Taller d'Aprofitament d'Aliments i Dinar Solidari de Recuperats. Gratuït! http://t.co/2fKD2lpdE9", =
"Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia http://t.co/dK6fwFcyrb", =
"@llucsalellas @JosepRost @laultimaquagga RT 06/09 Taller Aprofitament Aliments i Dinar Solidari de Recuperats Gratuït http://t.co/2fKD2lpdE9", =
"@eduardcid @corominasjordi RT 06/09 Taller d'Aprofitament d'Aliments i Dinar Solidari de Recuperats. Gratuït! http://t.co/2fKD2lpdE9", =
"@Raul_Muxach @oriol_mas @barbarajulbe RT 06/09 Taller Aprofitament Aliments i Dinar Solidari de Recuperats Gratuït! http://t.co/2fKD2lpdE9", =
"@narcissastre @territoricat RT 06/09 Taller d'Aprofitament d'Aliments i Dinar Solidari de Recuperats. Gratuït! http://t.co/2fKD2lpdE9", =
"@leobejarano @martiteres @MartaBallllo RT 06/09 Taller Aprofitament Aliments i Dinar Solidari de Recuperats. Gratuït! http://t.co/2fKD2lpdE9", =
"@DEPANA @IAEDENSalvemEmp @LimnosEdC RT 06/09 Taller d'Aprofitament d'Aliments i Dinar Solidari de Recuperats.Gratuït! http://t.co/2fKD2lpdE9", =
"Des éoliennes de 1,5 fois la hauteur de l'Arc de Triomphe et des pales de la longueur d'un terrain de football. http://t.co/VpJxlqMrP9", =
"Ecologistes et communistes sans merci à La Rochelle - Libération http://t.co/lQP7EMBqUD", -
"31 aoû 2014 20:29 http://t.co/IJpqZNDPfn 7 sur 7 / Christophe Da Silva  - Une araignée géante sème la panique en Wallonie", =
"Cameroun  Energie : L'éveil au solaire  #EducarriereCM #actu #cm #cm237 http://t.co/XqGVHjJRoe", =
"Énergies renouvelables : Observation et statistiques http://t.co/DWdKDea6d4", =
"« Si vous voulez voir le Vert à moitié plein, rien de tel que le samedi soir des Rencontres écologiques d'été. »... http://t.co/52iw2RJqtx", +
"Fin de l’encadrement des loyers… oubliez une fois de plus les promesses de campagne http://t.co/5WWQxKY5TZ @Jeunes_Ecolos #EELV #Alur", =
"Les écologistes piégés par la primaire http://t.co/LiNXqOh5It via @libe", =
"Sénatoriales 2014. Sophie Bringuy candidate écologiste en Sarthe http://t.co/8WdGJCcfXE #Sarthe", =
"@laufra2330 et des écologistes.", =
"@___poisonous_F @SMAOUH Ca désorganise l'écosystème!", -
"Si on ne peut même plus rêver... #animaux #amitié http://t.co/s5obZcNBT3", -
"Les #éruptions #volcaniques : des conséquences écologiques qui peuvent être lourdes - http://t.co/aBkucQMqxm", -
""@DenisCosnard: Décollage : en France, la production des éoliennes a augmenté de 19% en un an http://t.co/JDqLOfwO63 http://t.co/Sd7yrn6anU"", =
"@ViiincentMqt pense aux ours polaires qui vont mourir a cause du réchauffement climatique", -
"Eoliennes : l’armée vent debout - Libération http://t.co/AHHn9Zn5dt la carte est effarante ! #sustainable", =
"L’énergie solaire a le vent en poupe au Cameroun  Longtemps considérée à tort comme une énergie pour les nantis,... http://t.co/otlaohUxMG", +
"@___poisonous_F @SMAOUH Meme si sont un vecteur de transmission de maladie, la disparation des moustiques désorganise l'écosystème", =
"On a retrouvé @Akon .. il était en Afrique sans pression en train de faire de l'énergie solaire > http://t.co/iRdyp9vEKx via @PSFK", =
"@memoiredumonde @Valdakar5 Normal! Je pense que celà vient du réchauffement climatique..Elles sont déchainées!! Je sors..", =
"Avec 147 installations éoliennes au 30 juin, la Bretagne est en tête des régions. Mais seulement 3eme en Puissance installée (798 MW).", =
"Des aides du #gouvernement pour des #logements plus #écologiques. -- http://t.co/h7wLC4S6q2", +
"Les "amitiés inter-espèces", un fantasme de l'homme? sur #7sur7_be. http://t.co/sRsYlCgHlm", =
"Éoliennes de l'Érable plus de 8 millions en voirie http://t.co/oazOwj18sH", =
"Une société solaire chinoise va acheter SAG Solarstrom de l'Allemagne http://t.co/jJXLUkiRID #Energie", +
"#veille #DK Biofuel Express fournit les bus d'Aarhus en diesel écologique : - 80% émission de CO2. http://t.co/i4U2g0Xwc8 #environnement", +
"Quand le fumier de cheval sert à se chauffer, un beau projet de #methanisation à @Caenlamer http://t.co/rRZiKQLePQ", +
"Les #Camerounais Réviennent Au #Solaire http://t.co/2gUoPAAWUW #cameroun #afrique #energie #kebetu #cmr #civ #kpakpatoya #senegal #lwili", =
"Réchauffement climatique : L'arnaque de la "taxe carbone" http://t.co/Xduz5zwyBc", -
"Bonjour et bonne rentrée avec @MazarsENR : toute l'actualité sur le marché des énergies renouvelables ! #ENR", +
"La rentrée commence bien pour le marché du photovoltaïque #energie  #solaire #photovoltaique http://t.co/heMz9lHD9l", +
"#éolien Un sujet jusqu'ici trop peu médiatisé. Merci @libe et @CoralieSchaub - Éoliennes : l’armée vent debout http://t.co/4VFD8BSXtd", +
"Je vous rappelle bande d'enfoirés de socialistes que vous assassinez des espèces protégées à la #ZAD du #Testet ! @partisocialiste", -
"«Les entrepreneurs des #ENR satisfaits du maintien de @RoyalSegolene à l' #Energie» | http://t.co/0UOSJy9tHU via @romandie @FrEnvironnement", +
"#Valls espère que les morts du réchauffement climatique seront #frondeurs, pour #MLP c'est plutôt noirs & beurs #actu http://t.co/qpvX0vZGgv", -
"Je viens de lire Le "chat le plus triste du monde" reçoit des milliers de demandes d'adoption sur #7sur7_be. http://t.co/hWYmr5YXSh", +
"@PierreMenes normal vous êtes tous pros, et le cfc reste la meilleure émission de foot avec J+1... bien entendu", +
"La semaine commence bien, dopée par l'énergie d'une promenade alternative dans le 20e. On vous en dit bientôt plus sur l' @alternativewalk !", +
"Energies renouvelables : ralentissement en vue http://t.co/awuOV6fhbz lexpansion #environnement", =
"Un projet de Leclanché, l'EPFL et Romande Energie pour stocker l'énergie solaire, cofinancé par l'Etat de Vaud http://t.co/OOucf06VZd", -
"Ecologistes et communistes sans merci à La Rochelle  http://t.co/Gqu1lz9ZEs via @libe", -
"Le réchauffement climatique pourrait bientôt ca... http://t.co/oINNyf1Ul0", =
"Bonne nouvelle pr le marché du photovoltaïque #energie #photovoltaique #solaire http://t.co/iODCP9Q6Vs …", +
"Parution du bilan 2013 #énergies #renouvelables : la prod d'électricité solaire dépasse 1% de la conso @RoyalSegolene http://t.co/MatDh3VKFt", =
"Vive énergies renouvelables  :D youuuupi => STEG :ppp", +
"Demain… c’est la rentrée !: … et si on en profitait pour préférer les fournitures scolaires plus écologiques a... http://t.co/f4E6wLv8SM", +
"Le #RéchauffementClimatique pourrait bientôt causer 250 000 #décès de plus par an http://t.co/DX0dNmOEqW via @libe", =
"Une web série pour sensibiliser aux gestes écologiques en entreprise http://t.co/WV3tdxF692", =
"Intégrer les #panneaux #solaires avec l'#agriculture, un #pari en Languedoc-Roussillon! http://t.co/m40tKpXhKS @LaRegionLR", =
"@RoyalSegolene Par exemple énergie solaire à la Réunion. Mais intéressez vous  à la nouvelle route du littoral, hérésie écologique.", -
"@SuperArboush Bonjour. la science a une bonme connaissance de la formation de la terre et de son écosystème", =
"[autopromo] Notre cabinet classé parmi les meilleurs en droit de l'environnement et de l'énergie par Décideurs http://t.co/jITsoVvBKb", +
"Réchauffement climatique : l'ours polaire en danger - francetv éducation http://t.co/XDccFoxD7N", -
"@AlloryJordan Le groupe écologiste est un groupe de la majorité. Ce n'est pas facile tous les jours... Les divisions du #PS n'arrangent rien", -
"Conférence internationale sur le textile durable, Portland, nov. 2014 - Textiles écologiques -Bio-Marche.Info http://t.co/X0x2OuKitE", =
"En 2017, 48% de l'énergie générée par la ville de Palo Alto sera renouvelable. À lire: http://t.co/FKQz0yYlaI @grist #greenenergy", =
"« L'expansion des #ENR dans le monde pénalisée par les incertitudes réglementaires » | http://t.co/8kqbU0gqhU via @romandie", -
"Le 1er écosystème aquitain d'immersion des #startups en environnement client @FontauLab vient de naître http://t.co/17sMxERn0z", =
"en présence de W. Schäuble, @pierremoscovici, Franziska Brantner,députée écologiste & l'un des nouveaux visages de la politique allemande", =
"NON! "Les écologistes demandent l'encadrement des loyers à Lyon" et 1 tweeto de dire :"un dépt ou les proprio sont dénués de toute humanité"", -
"E comme écosystème http://t.co/PjOTXZldF0 #europe #eei", =
"Labib: Les rues de Charm el-Cheikh éclairées par l’énergie solaire http://t.co/qqBG33qVUC", +
"Un panneau #solaire transparent : une petite révolution ? http://t.co/iwb7nbC3MP #énergie", =
"Au tour de Lyon de réclamer l'encadrement des loyers : chronique de l'échec de l'autoritarisme http://t.co/LEYVzvDvJC #EELV", =
""COMMANA alternatives – faites des énergies ", le 20 septembre à Commana (Finistère): ÉCOMMANA alternatives – ... http://t.co/XrqGfmp8HI", =
"#Géothermie profonde : trois candidats retenus pour le réseau de chaleur du campus Paris-Saclay | http://t.co/oaGprI7JkN via @Actuenviro", =
"#Géothermie haute température : un permis exclusif de recherches prolongé dans le Bas-Rhin |  http://t.co/cZFEdeoCR1 via @Actuenviro", -
"#Éoliennes volantes, le vent d'enthousiasme @Socialter #Ecologie #Innovations http://t.co/WTUR6pWkiq", +
"Pour la moitié de l’humanité, le solaire est l’énergie la moins chère http://t.co/o3xq4t1yui", +
"AVANT PREMIÈRE! Soyez les premiers à les proposer.. Elles sont belles,écologiques,compostables http://t.co/O9aM6fKIe6 http://t.co/gf5xdFxJoB", +
