@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"lettre <utilisateur> : <utilisateur> syndicat √ânergies renouvelables, etrange transition jean-louis bal. <url>", =
"eoliennes : arm vent  technique discret dias, ... <url> #royal <url>", =
"pubs football.  critiques louanges. ragots infos. vraiment emission escrocs.  #cfc", -
"cavance ressemble a emission genre ©tendu langue, parlera foot envie parler.", -
"eoliennes a ¥© centrale nucleaire : parfaite allegorie bonne conscience qu'donne.", -
"espeoiseaux menace<utilisateur> <url>", -
"©chauffement climatique noye atlantique ? <url> #environnement <utilisateur>", =
"<utilisateur> risque souffler #eoliennes #energiealternative", -
".<utilisateur> : -pense <utilisateur> etait ecologiste #ruquier : pensiez qu'etait socialiste ri! #onpc", =
"malgre  france ecosystekine infirmieres, ©decins, aides a domicile permet rester  3/", =
"chouette gouvernement, gauche, preoccupe ©truire ecosysteprimordial 5", +
"<utilisateur> <utilisateur> <utilisateur> <utilisateur> differences 2 techniques supports eoliennes offshore poissons?", =
"300 espemenace: oiseaux train disparaitre Äôindiffe rence¬†©©rale <url>", -
"dois eteindre lumiere soir, oublie fermer volets ecosyste©veloppe carreaux", =
"<utilisateur> dommage  supporter psg, verts vont gagner ! verts (<utilisateur> ) verts (ecologistes) !", -
"<utilisateur>,  groupe local jeunes √âcologistes i©union lance! <url>", =
"22% electricite mondiale proviendrait energies renouvelables... difficile a croire, .. <url>", +
"<utilisateur> ©licitations, nouvelles nouvelles technologies energie renouvelable bienvenus", +
"regarde reportage super interessant france 5, ©chauffement climatique parlent katrina etc", +
"facho aime ecolos,  raciste aime ecologistes üéµ", -
"Äôenergie verte russie booste¢a chine  <url>", +
"pauvre veulent adopte qu'milliers enfants (gens) creve faim .. <url>", =
"<utilisateur> fa frette maudit ©chauffement climatique", =
"<utilisateur> <utilisateur> chaud bouillant rechauffement climatique", =
"anneprochaine sti2d ee, ok truc <nombre> lettre energies renouvelables...", =
"chat triste monde recoit milliers demandes adoption good read <url>", -
"#rapmagmaroc energies renouvelables : strat gie marocaine salu experts mondiaux <url>", +
"eoliennes : Äôarmevent ‚Äî <utilisateur>  <url>", =
"pauvre veulent retrouver ( qu'milliers enfants (gens)... <url>", -
"etre preservation ecosysteinsecte jambes sale batard", -
"energies renouvelables : strategie marocaine salueexperts mondiaux  <url>", +
"envie paysages vide pauvres eoliennes aube", +
"spot ouf a cote pleins eoliennes", =
"mauvaise recolte ble faute mauvais temps dirais plutot faute ©chauffement climatique  intensifira #soir3", -
"#ecologie  oiseaux train disparaitre indifference ©©rale  #fin_du _monde > <url>", -
"<utilisateur> richesse devient rare, qu'pourra permettre dvlp energies alternatives  <utilisateur>", =
"pseudo ecologiste candidate a presidente, facture <nombre> euros total 72 conferences <url> / #marinasilva", =
"salaire minimum annuel <nombre> reais pseudo ecologiste gagne <nombre> reais conferences #marinasilva <url>", =
"<utilisateur> 1 salaire minimum/an <nombre>reais 1 pseudo ecologiste facture <nombre> reais/an  #marinasilva <url>", =
"+riche banquiers bresiliens #necasetubal +riche banque bresilienne #itau, principal mecene #marinasilva, pseudo ecologiste", =
"energie verte russie booste¢a chine - voix russie: energie verte ... <url> #energie #eco", +
"finalite grand nombre ecologistes vendre images frappent, ™foutaises...", -
"<utilisateur> <utilisateur> chercheur ™ecologiste ©cu connaitre pieges socie©", =
"<utilisateur> <utilisateur> <utilisateur> 1. surplus electricite. besoin surplus ¬´energie alternative¬ª: eolienne..", =
"modification treimportante ecosystemarin golfe mexique  Äôecosyste <url>  #actualitemexique", +
"centrales solaires a effet chemine- ecosources <url>", =
"©chets toxiques australiens traiteisere : ©goleroyal ! <url> isere !!", -
"<utilisateur> <utilisateur> bombes = destruction ecosyste!", -
"<utilisateur> +riche banquiers bresiliens #necasetubal +riche banque #itau principal mecene #marinasilva, pseudo ecologiste", =
"eridanis ©veloppe ecosystesociepartenaires ©dieobjets connecte <utilisateur> <utilisateur> <url>", +
"dustin beck : riot ¬´ grand respect ¬ª valve, ¬´ ecosystedurable ¬ª. <url>", +
"+riche banquiere bresilienne #necasetubal banque #itau future ministre economie #marinasilva pseudo #ecologiste <url> ‚Ä¶", =
"bresil: presidente rousseff (-2%) coude-a-coude ecologiste marina silva (+13%) a 34% (sondage datafolha)", =
"<utilisateur> <utilisateur> ecologiste ... trouver mieux", =
"menace climat pousse energies renouvelables, seule solution a long terme.  .. <url>", +
"cameroun ‚Äì energie¬†: Äôeveil solaire - 01/08/2014 >>  <url>", =
"conservation #biodiversite #agricole : enjeu prioritaire monde #cyne©tique <url>", =
"leclanche  dgap-adhoc: leclanche epfl innovent stocker energie solaire <url>", +
"areva #eolien mer : 80 eoliennes parc global tech e© installe.. <url> <utilisateur>", =
"panneau solaire transparent, vitres fourniraient energie ? ©nial ! <url>", =
"ecosystemet place aider projet a franchir aisement etapes marche :... <url>", +
"gros emetteur #co2 monde, #chine (30% emission #ges) lancera marche carbonne 2016. <url>", +
"#environnement 1300 espemenaceoiseaux train disparaitre indifference ©©rale <url>", -
"mareverte : responsabilite Äôetat retenue #environnement #ecologie <url>", =
"lieu chercher a construire centrales, ©sintoxiquonselectricite!  #nucleaire #solaire #eoliennes", =
"#climat: ca nourrir, loger occuper. <url>", =
"leclanche : leclanche epfl innovent stocker energie solaire - <url> leclanche : .. <url>", +
"hasard qu'redevenue ©pute convictions ecologiques <utilisateur> ©apparaissent. #eelv #ecoloquedenom", =
"autoriteargentines diminuent emission co2  Äôargentine ©duit   <url>  #actualiteargentine #argentine", +
"news eolien: eolien mer : 80 eoliennes parc global tech installesucce ©mer .. <url>", +
"pi√àge Äô√ânergie verte <url>", -
"piege energie verte <url>", =
"parle tigres souffrant ebola ¥nord ©chauffement climatique ¥sud", -
"energie verte russie renforce¢a chine - voix russie: energie verte .. <url> #energie #eco", +
"petit article actu site π ©dactrice :-) <url>", =
"piege Äôenergie verte | peuple <url>", =
"piege Äôenergie verte | peuple <url>", =
"emploi architecte fermes - energies marines renouvelables -  (29) finistere -    bretagne - france: dcn... <url>", =
"#eolien mer : 80 eoliennes parc global tech installesucce> energies <utilisateur> ‚ñ∫‚ñ∫<url>", +
"nouvelle offre : capvera recrutre agent-co energies renouvelables. <url>", =
"socie© solaire chinoise acheter sag solarstrom <url> #energie", =
"#maroc: #energies #renouvelables : #strategie marocaine salueexperts #mondiaux  <url>", +
"martinique 1ere ‚Äì lutter ©chauffement climatique ©duire facture energetique <url>", +
" #agroforesterie eau potable paris implication lasalle beauvais revue ecologiste, e© 2014 #agriculture", =
"rt <utilisateur>                      ©collage : france, production eoliennes augmente 19% 1 an <url> ‚Ä¶", =
"[‚Ç¨] politique freine Äôessor energies renouvelables monde, estime Äô<url>", -
"Äôenergie verte russie renforce¢a chine - chine prea invest... <url>", +
"ria novosti: Äôenergie verte russie renforce¢a chine: chine prea investir ... <url>", +
"autonomie bretagne ©unifie= condition ©veloppement rapide energies renouvelables", +
"ideal #solaire #thermique ! <utilisateur>: best-of e© 2014 - chauffer a Äôenergie solaire‚Ä¶ ™nuit ! <url>", +
"<utilisateur> eoliennes : Äôarmevent <url>", =
"leclanche epfl innovent stocker energie solaire #smartenergy #solar <url>", -
"©chauffement climatique apocalypse : ©dias parle #wwosc - <url> #©©#©dias #analyse", -
"#telmi ancienne ministre ecologiste etait invitelundi matin rmc bfmtv. ¢che mots...", +
"eoliennes : Äôarmevent : temps lecture : 3 min 40 <url>", =
"©®prematureliea pollution, #©chauffement climatique cause <url> <utilisateur> #pollution", =
"#transitionenergetique visite ©goleroyal george pau-langevin martinique #factureenergetique  <url>", =
"bienvenue a <utilisateur>, specialiste ©veloppement durable, energies renouvelables, traitement eau, apporteur affaires.", +
"12efoire internationale lome : energies renouvelables <url> <utilisateur>", =
"gestes rentrejardin <url>", =
"√âolien - possible extension zones Äôexclusion militaires provoque crainte professionnels : <url>", -
"collectif vosges horizon durable soutient recours eoliennes Äôesley : <url>", +
"eoliennes : Äôarmevent <utilisateur> <url>", =
"bienvenue a <utilisateur>, moteur recherche produits services ecologiques, bio durables.", =
"piege Äôenergie verte <utilisateur> <url> <utilisateur>", =
"<utilisateur> donne conseils choisir fournitures scolaires ecologiques! #rentreeecologique <url>", +
"energie : leclanche Äôepfl innovent stocker Äôenergie solaire <url> #energie #solaire", =
"<utilisateur> <utilisateur> accord sortie nucleaire energies renouvelables. fois ecolo opposition", +
"puissance installeparc #photovolta√Øfr atteint 5095 mw fin juin 2014. #enr #transitionenergetique #energie #solaire", =
"sujets rentre: ameliorer cohabitation eolien arme <url>", +
"eolien mer : 80 eoliennes parc global tech installesucce| <utilisateur> <utilisateur> <url>", +
"araigne©ante ®panique wallonie - 7sur7.be <url> <utilisateur>", -
"eolien mer : 80 eoliennes parc global tech installesucce| developpement... <url>", +
"projet eoliennes agite quercy blanc : <url>", -
"rakerb cuterb, outils #jardin ecologiques | ouest france entreprises <utilisateur> <url>", =
"<utilisateur> ©cile duflot croit politique valls ? crois politique ecologistes ?", =
"france, production #eoliennes augmente 19% an <url>", =
"dominique voynet  figaroles ecologistes doivent ªrir ., a automne eelv ©† fruit pourri!", -
"treheureux accompagner <utilisateur> ©natoriales sarthe. parlement besoin ecologistes.", +
"bouleverser ecosystee sentiment (8)", -
"<utilisateur> proposons fournitures scolaires ecologiques, fabriquefrance gratuitement  <url>", =
"eoliennes : Äôarmevent  enqu√ä possible extension zones Äôexclusion militaires #eoilen <url>", =
"<utilisateur> electrotechnique electricite energie renouvelable ca", =
"©othermie profonde : candidats retenus ©seau chaleur campus paris-saclay <url>", =
"presse jour : commune glazoue : cao construit met service 30 latrines ecologiques <url>", +
"<utilisateur> <utilisateur> attaque ®gle cyber-humanistes, crypto-anarchistes, ecologistes.  proselitisme a", -
"fre©ric chauvel : attirer investisseurs creant ecosystefavorisant #afe2014", +
"fre©ric chauvel : attirer investisseurs creant ecosystefavorisant #afe2014", +
"septembre 2014 : nouvelle gouvernance ©chauffement climatique <url> <utilisateur>", +
"<utilisateur> proposons gratuitement fournitures scolaires √âcologiques, fabriqu√âfrance site: <url>", =
"<utilisateur> proposons gratuitement fournitures scolaires √âcologiques, fabriqu√âfrance site: <url>", =
"#solde #bonplan #1: lot 6 lampes balises eclairage leds energie solaire inox jardi... <url> #luminaire #lumiere", =
"#barometre #vente #1: lot 6 lampes balises eclairage leds energie solaire inox ja... <url> #eclairage #lumieres", =
"mode ©chauffement climatique", =
"bugey bientot couvert eoliennes - <url>", =
"comparatif couts production #nucleaire / #eolien / solaire mwh <url> <utilisateur> <url>", =
"conseil visionnage: videple®re #jde #eelv qu‚Äôattendecologistes?, mode©<utilisateur> <url>", =
"commune glazoue : cao construit met service 30 latrines ecologiques <url> #actualite #©nin #frafrikinfoscom", +
"leclanche Äôepfl innovent stocker Äôenergie solaire ! <url>  #innovation #energie #solaire #stockage", +
"Äôenergie verte russie renforce¢a chine <url>  #energie #ecologie #chine #russie", +
"plan relance logement : #transitionenergetique #croissanceverte - <url> <utilisateur>", +
"annonce #cdi #brest architecte fermes - energies marines renouvelables <url>", =
"elu-ecologistes citoyens soutiennent collectif expulserue stocks. <url>", +
"nouveau poste: commercial (francais/allemand) domaine energies renouvelables <url> #offres_demploi", =
"©chauffement climatique frappe abord croient  nature choses... <url>", +
"eolien mer : 80 eoliennes parc global tech installesucce: <url>", +
"detinguts 14 ecologistes volien impedir matancdofins illes ®roe <url> (<utilisateur>) <url>", =
"©chauffement climatique cause 250¬†000 ©®an transition energetique 2050!!! <url> <utilisateur>", =
"eolien mer : 80 eoliennes parc global tech installesucce#offshore #energie #areva <url>", +
"#tunisie: #energies renouvelables eviter rechuter Äô#obscurite <url> <utilisateur>", +
"bienvenue a <utilisateur>, conseillere Ætrise energie partage inte™environnement & energies renouvelables", +
"©chauffement plane, ours #lt üò≠üò≠", =
"raccordements installations energies #renouvelables progresse france. route #transition <url>", +
"tripler energies renouvelables  a paris <utilisateur>. arbre a vent, nouvelle solution #smartcities <url>", =
"<utilisateur> lutter erosion pointe #cap-ferret chimere #ecologiste ! :-)", +
"gnt : windows phone : ecosystefragmente domine ( moment ) nokia <url>", =
"savons naturels ecologiques <url>", =
"#windowsphone : ecosystefragmente domine ( moment ) #nokia <url>", =
"<utilisateur> <utilisateur> appelle ctraitement ©chets.", =
"[gnt] windows phone : ecosystefragmente domine ( moment ) nokia <url>", =
"windows phone : ecosystefragmente domine ( moment ) nokia  #technologie", =
"windows phone : ecosystefragmente domine ( moment ) nokia: domine moment .. <url> #info", =
"leclanche : leclanche epfl innovent stocker energie solaire - zonebourse <url> #solaire", =
"#eolien mer : 80 eoliennes parc global tech installesucce- <url>", +
"<utilisateur> ™temps, alliecitecentristes (larges) :sociaux-©mocrates, ecologistes, droite mode©  <utilisateur>", =
"Äôenergie solaire vent poupe cameroun - camernews <url>", +
"windows phone : ecosystefragmente domine ( moment ) nokia: domine moment marq... <url>", =
"windows phone : ecosystefragmente domine ( ... - ©©ration nt <url>", =
