@relation corpus_tweets_t1 
@attribute text string 
@attribute polarity {+,-,=}
@data
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indiffér... | @scoopit via @Zehub http://t.co/kGvRJ6bufM", -
"la version moderne, c'est des Eoliennes ;-) http://t.co/8XyonmMusl", =
"Le Rouge passe au Vert ! “@french_ruvr: RE L’#énergie verte en #Russie grâce à la #Chine http://t.co/qSjHJl9KQV” http://t.co/K3KcSeK5O7", =
"L'éolien !  RT @french_ruvr: L’#énergie verte en #Russie sera boostée grâce à la #Chine http://t.co/gZKNzq9lOH #environnement #énergieverte", +
"Dans un écosystème comme le nôtre où il n'y a encore aucune règle il est très important que les artistes apprennent de ceux qui font bien.", +
"Milton Glaser, le graphiste de I ♥ New York, crée un logo contre le réchauffement climatique http://t.co/R3mUb9tk5k via @LeHuffPost", +
"1 300 espèces menacées : les #oiseaux sont en train de #disparaître http://t.co/Ja77uPXXzW via @po_st. J'en suis témoin dans ma campagne.", -
"Les intranets et leur écosystème : Portrait des usages et meilleures pratiques http://t.co/QmwM5LIaLK v/ @jeanlucr", +
"@KilleuseP Et également le réchauffement climatique,en effet des relations débridées avec des corps denudés génerent une fusion fatale !", -
"Les intranets au Qc @cefrio http://t.co/eObiGIqpYt Défis pour écosystème en mutation : gouvernance et travail collaboratif en ligne #planqc", =
"RT @libe Invités à La Rochelle, communistes et écologistes sans merci http://t.co/3wfw1FpjhD", -
"Un article sur notre fournisseur de produits nettoyants écologiques: Baleco Ecosolutions http://t.co/n3YbFxjMzs", =
"1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'i... | @scoopit via @Bourdonclejm http://t.co/myh6pLmcjk", -
"#gazdeschiste: Au Québec Des citoyens et des écologistes pressent le gouvernement du Québec de prendre ses... http://t.co/Hmpw9PCIld", =
"#Éolien : @ecologiEnergie et @Defense_gouv travaillent sur des solutions efficaces pour la cohabitation des #éoliennes et des #radars #EnR", +
"Wake up call numéro 376894 > Le réchauffement climatique pourrait bientôt causer 250 000 décès de plus par an http://t.co/5Du0FphHjJ", =
"Le mythe du réchauffement climatique,images satellites prouvent le contraire! Via @jfperron: http://t.co/35ghL1qPyr #France #Québec #Canada", =
"Les panneaux solaires bientôt transparents ? | @scoopit http://t.co/ZuM5ERyvaO", =
"Sécurisation des mécanismes de soutien aux #énergies #renouvelables électriques en notifiant à la @EU_Commission les dispositifs existants", =
"Je veux des funérailles écologiques ! Un guide (incongru) pour préparer sa mort autrement -    Est-il… http://t.co/BqFXoDjh4E", -
"Publication de l'arrêté relatif au balisage des #éoliennes dans certains territoires d'outre-mer http://t.co/7nDfaSew0t", =
"Taiwan va développer l'énergie renouvelable selon le Président http://t.co/koXRBXN1zq", +
"Les mini-maisons, moins chères et plus écologiques http://t.co/faajajndww", +
"@datniggabugz l'émission de bein le dimanche en mm temps que Cfc", =
"@LaCroixCom Encore une manifestation du réchauffement climatique !...", =
"martinique 1ère – Lutter contre le réchauffement climatique et réduire la facture én ergétique... http://t.co/nwSzntnBFT", +
"agent commercial chauffage, énergies renouvelables, amélioration et confort de l'habitat résidentiel:... http://t.co/KEvjeLRQuj", +
"agent commercial chauffage, énergies renouvelables, amélioration et confort de l'habitat résidentiel:... http://t.co/KEvjeLRQuj", +
"Les éoliennes c'est moche ◽️Moins qu'une centrale nucléaire ◽️La beauté est un concept subjectif ◽️T'as pas vu ta gueule Choisis ton camp", -
"@MxthiIde On est tellement impliquées dans le réchauffement climatique, c'est vraiment une très bonne chose !! <3 <3", +
"L’énergie verte en Russie sera boostée grâce à la Chine Lire la suite: http://t.co/5wUPhlVJTa", +
"Ecologistes et communistes sans merci à La Roche   @libe Qu'ils aillent ailleurs mais ils croient encore qu'ils représentent quelque chose", -
"Très bonne émission ce canal sg ..., bande de suceurs !!! #CFC #TeamOM", +
"Via @annedeblois: #Québec  RT @francoislegault: Éoliennes: le rêve non rentable du PQ et du PLQ  http://t.co/N0AZeBMUEs", -
"Lettre @manuelvalls : De l'@ademe au Syndicat des Énergies Renouvelables, l'étrange transition de Jean-Louis Bal. http://t.co/p0gC1VZA9A", =
"Eoliennes : l'arm e vent debout: Bien que technique et discret dans les m dias, ... http://t.co/N0uAVWVbMa #Royal http://t.co/ikuemwXLZF", =
"Plus de pubs que de football.  Plus de critiques que de louanges. Plus de ragots que d'infos. Vraiment une émission d'escrocs.  #CFC", -
"plus ça avance et plus le CFC ressemble à une émission genre détendu de la langue, et on parlera de foot quand on aura envie d'en parler.", -
"Deux éoliennes à côté d'une centrale nucléaire : la parfaite allégorie de la bonne conscience qu'on se donne.", -
"Plus d'une espèce d'oiseaux sur quatre menacées en @iledefrancefr http://t.co/JiSksLupIg", -
"Le réchauffement climatique s'est-il noyé dans l'Atlantique ? http://t.co/W7IX1JW6IK #Environnement via @LePoint", =
"@stlefebvre Ca risque de souffler #éoliennes #energiealternative", -
".@CecileDuflot : -Je n'ai jamais pensé que @fhollande était écologiste #ruquier : Mais vous pensiez qu'il était socialiste j'ai ri! #ONPC", =
"Malgré tout, il y a en France tout un écosystème de kinés, infirmières, médecins, aides à domicile qui permet de rester chez soi. 3/", =
"Alors ce serait chouette que le gouvernement, s'il est encore de gauche, se préoccupe de ne pas détruire cet écosystème qui est primordial 5", +
"@leblancjeanfran @ProEole @ldeniaud @clergeau quelles différences entre les 2 techniques de supports d'éoliennes offshore pour les poissons?", =
"300 espèces menacées : comment les oiseaux sont en train de disparaître dans l’indiffé rence générale http://t.co/pBdi1cvqFA", -
"Quand je dois éteindre la lumière le soir, que j'ai oublié de fermer les volets y a tout un écosystème qui s'est développé sur les carreaux", =
"@Cytiz Dommage pour lui, supporter du PSG, les verts vont gagner ! J'ai bien dit les verts (@ASSEofficiel ) pas les verts (écologistes) !", -
"@Jeunes_Ecolos,  Le groupe local des Jeunes Écologistes de l'île de la Réunion est lancé! http://t.co/MCMxPCAhgE", =
"22% de l'électricité mondiale proviendrait d'énergies renouvelables... Difficile à croire, mais tant mieux si... http://t.co/KiaeFbxojW", +
"@RoyalSegolene Félicitations, nouvelles de nouvelles technologies d'énergie renouvelable sont toujours les bienvenus", +
"Je regarde un reportage super intéressant sur France 5, c'est sur le réchauffement climatique et ils parlent de Katrina etc", +
"Non je ne suis pas facho mais j'aime pas les ecolos, non. Je ne suis pas raciste et j'aime pas les écologistes 🎵", -
"L’énergie verte en Russie sera boostée grâce à la Chine  http://t.co/aCdOeLGHYz", +
"Le pauvre ils veulent tous l'adopté alors qu'il y'a des milliers des d'enfants (de gens) qui creve de faim quand... http://t.co/wDErOW0RBx", =
"@lelurker Y fa frette en maudit par ce réchauffement climatique", =
"@L_Theeo @YalovenkoS chaud bouillant rechauffement climatique", =
"L'année prochaine je vais en STI2D EE, ok le truc ou y'a 5 000 lettre juste pour les énergies renouvelables...", =
"Le chat le plus triste du monde reçoit des milliers de demandes d'adoption good read http://t.co/8gvuINoYMO", -
"#RapMagMaroc Energies renouvelables : La strat gie marocaine salu e par les experts mondiaux http://t.co/7Qs57o2v0C", +
"Eoliennes : l’armée vent debout — via @liberation_info  http://t.co/U0F6SGvq8O", =
"Le pauvre ils veulent tous le retrouver (ce qui est fait) alors qu'il y'a des milliers des d'enfants (de gens)... http://t.co/4ziHO9Rqcm", -
"Je suis peut être pour la préservation de l'écosystème mais l'insecte qui s'est fait mes jambes est un sale batard", -
"Energies renouvelables : La stratégie marocaine saluée par les experts mondiaux  http://t.co/nc0puU3pC2", +
"j'ai envie d'autres paysages que le vide et les cinq pauvres éoliennes de l'aube", +
"et le spot de ouf à coté de pleins d'éoliennes", =
"Mauvaise recolte du blé la faute o mauvais temps a bon moi j'dirais plutot la faute au réchauffement climatique et sa s' intensifira #soir3", -
"#ECOLOGIE  Les oiseaux sont en train de disparaître dans l'indifférence générale  La #FIN_DU _MONDE est pour demain-> http://t.co/CTq2P8qw97", -
"@Jean__Emard Cette richesse en devient une de rare, d'autant plus qu'elle pourra permettre le dvlp d'énergies alternatives  @pompombionique", =
"Une pseudo ECOLOGISTE candidate à présidente, qui facture 600.000 EUROS un total de 72 conférences http://t.co/jgSIkoRlJ5 / #MARINASILVA", =
"Un salaire minimum annuel de 7.000 REAIS une PSEUDO ECOLOGISTE qui gagne 585.000 REAIS via conférences #MARINASILVA http://t.co/jgSIkoRlJ5", =
"@bahiaflaneur 1 salaire minimum/an de 7.000REAIS et 1 PSEUDO ECOLOGISTE qui facture 585.000 REAIS/an  #MARINASILVA http://t.co/jgSIkoRlJ5", =
"Le +riche des banquiers brésiliens #NECASETUBAL de la +riche banque brésilienne #ITAU, PRINCIPAL MECENE DE #MARINASILVA, PSEUDO ECOLOGISTE", =
"L'énergie verte en Russie sera boostée grâce à la Chine - Voix de la Russie: L'énergie verte en ... http://t.co/9J2hAixKhl #energie #eco", +
"Le finalité d'un trop grand nombre d'écologistes est de vendre des images qui frappent, même si ce sont des foutaises...", -
"@UnFlibustier @Kentin312 Moi je ne suis pas chercheur et même pas écologiste mais j'ai assez vécu pour connaître les pièges de nos sociétés.", =
"@Jean__Emard @pompombionique @amthouin 1. On a des surplus d'électricité. Pas besoin d'autres surplus ou d'«énergie alternative»: éolienne..", =
"Une modification très importante dans écosystème marin du Golfe du Mexique  L’écosystème m  http://t.co/3s9HpNJIFm  #actualitemexique", +
"Les centrales solaires à effet de cheminée - Ecosources http://t.co/JSmdF22Fko", =
"Déchets toxiques australiens traités en Isère : Ségolène Royal n'en veut pas ! http://t.co/7YC4VwC3Eh l'Isere n'en veut pas non plus !!", -
"@la_eal @vivre_ailleurs Bombes = Destruction de l'ecosystème !", -
"@FranckBazin65 Le +riche des banquiers brésiliens #NECASETUBAL de la +riche banque #ITAU PRINCIPAL MECENE DE #MARINASILVA, PSEUDO ECOLOGISTE", =
"Eridanis développe son écosystème de sociétes partenaires dédiées aux objets connectés  @daddylecool le @LinkedIn http://t.co/IOFswljIOk", +
"Dustin Beck : Riot a « le plus grand respect » pour Valve, mais veut un « écosystème durable ». http://t.co/Y1sOO06BSn", +
"+riche banquière brésilienne #NECASETUBAL banque #ITAU FUTURE MINISTRE ECONOMIE de #MARINASILVA PSEUDO #ECOLOGISTE http://t.co/jgSIkoRlJ5 …", =
"Brésil: la présidente Rousseff (-2%) au coude-à-coude avec l'écologiste Marina Silva (+13%) à 34% (sondage Datafolha)", =
"@vladghs @capuciine_c ouais non écologiste ... T'aurais peu trouver mieux", =
"La menace sur le climat nous pousse vers les énergies renouvelables, la seule solution à long terme.  Les... http://t.co/O9GgDNAOPU", +
"Cameroun – Energie : L’éveil au solaire - 01/08/2014 >>  http://t.co/xcLE2QR9sw", =
"La conservation de la #biodiversité #agricole : un enjeu prioritaire du monde #cynégétique http://t.co/OTcxJ3P6xM", =
"Leclanché SA: DGAP-Adhoc: Leclanché et l'EPFL innovent pour stocker l'énergie solaire http://t.co/KVBozEnzz4", +
"AREVA #Eolien en mer : les 80 éoliennes du parc de Global Tech I ont été installées avec... http://t.co/R8mUjXv6sb via @Zonebourse", =
"Un panneau solaire transparent, les vitres fourniraient l'énergie ? Génial ! http://t.co/yDClFek7gt", =
"Tout un écosystème se met en place pour aider chaque projet à franchir plus aisément les étapes vers le marché :... http://t.co/I7Q5Gk3JRO", +
"Plus gros émetteur de #CO2 au monde, la #Chine (30% émission #GES) lancera son marché du carbonne en 2016. http://t.co/RjrniLcFzm", +
"#Environnement 1300 espèces menacées:comment les oiseaux sont en train de disparaître dans l'indifférence générale http://t.co/s2w20gWygD", -
"Marée verte : la responsabilité de l’Etat est retenue #environnement #écologie http://t.co/dc6qFUizEB", =
"Au lieu de chercher à construire toujours plus de centrales, désintoxiquons-nous de l'électricité!  #nucleaire #solaire #eoliennes", =
"#Climat: ce sera toujours ça de moins à nourrir, loger et occuper. http://t.co/tgPuX4FGfi", =
"Leclanche : Leclanché et l'EPFL innovent pour stocker l'énergie solaire - http://t.co/1H4XUUaEE1: Leclanche : L... http://t.co/tLL5xaYQi7", +
"Comme par hasard depuis qu'elle est redevenue députée, les convictions écologiques de @CecileDuflot réapparaissent. #EELV #EcoloQueDeNom", =
"les autorités argentines diminuent l'émission de CO2  L’Argentine réduit ses   http://t.co/rphhyKTYZO  #actualiteargentine #argentine", +
"NEWS Eolien: Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès: Située en Mer d... http://t.co/e4xgvr6GWd", +
"LE PIÈGE DE L’ÉNERGIE VERTE http://t.co/1m1bYduEhe", -
"Le Piège de l'énergie verte http://t.co/QENlsyCU3m", =
"On en parle pas assez des Tigres souffrant de Ebola au Pôle Nord du au réchauffement climatique du Pôle Sud", -
"L'énergie verte en Russie sera renforcée grâce à la Chine - Voix de la Russie: L'énergie verte e... http://t.co/gorWtiZxOG #energie #eco", +
"Petit article actu sur le site où je suis rédactrice :-) http://t.co/TaQVGcS970", =
"Le piège de l’énergie verte | LE PEUPLE http://t.co/FJgpwMvyEm", =
"Le piège de l’énergie verte | LE PEUPLE http://t.co/FJgpwMvyEm", =
"Emploi Architecte de fermes - Energies Marines Renouvelables H/F -  (29) Finistère -    Bretagne - France: Dcn... http://t.co/zWEfVBcFjz", =
"#Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès > Energies @enerzine ►►http://t.co/uOCixjaEVS", +
"nouvelle offre : CAPVERA recrutre agent-co en énergies renouvelables. http://t.co/OWSAFWlxzR", =
"Une société solaire chinoise va acheter SAG Solarstrom de l http://t.co/S1s7voN1vj #Energie", =
"#Maroc: #Energies #renouvelables : La #stratégie marocaine saluée par les experts #mondiaux  http://t.co/Qnk1VB1CIp", +
"martinique 1ère – Lutter contre le réchauffement climatique et réduire la facture énergétique http://t.co/himxyEvuyu", +
"L' #agroforesterie et l'eau potable de Paris avec l'implication de LaSalle Beauvais dans la revue L'écologiste, été 2014 #agriculture", =
"RT @DenisCosnard                      Décollage : en France, la production des éoliennes a augmenté de 19% en 1 an http://t.co/BCkweZ9Lio …", =
"[€] La politique freine l’essor des énergies renouvelables dans le monde, estime l’AIE https://t.co/thquGUozAa", -
"L’énergie verte en Russie sera renforcée grâce à la Chine - La Chine se dit prête à invest... http://t.co/r00IBFeYv8", +
